"Year" "FID" "Sex" "AllCause"
"578" 1999 "DE308" "m" 1378.34371420658
"579" 1999 "DE309" "f" 888.277496273724
"580" 1999 "DE309" "m" 1429.7415544328
"581" 1999 "DE310" "f" 800.70915791892
"582" 1999 "DE310" "m" 1317.74589180486
"583" 1999 "DE311" "f" 792.475109653728
"584" 1999 "DE311" "m" 1384.06108136189
"585" 1999 "DE312" "f" 881.641235127466
"586" 1999 "DE312" "m" 1421.76442057314
"587" 1999 "DE313" "f" 847.621951731925
"588" 1999 "DE313" "m" 1382.81041940852
"589" 1999 "DE401" "f" 810.617063557914
"590" 1999 "DE401" "m" 1367.05289103084
"591" 1999 "DE501" "f" 890.188774548864
"592" 1999 "DE501" "m" 1431.38192417233
"593" 1999 "DE502" "f" 880.933665302465
"594" 1999 "DE502" "m" 1457.64778927638
"595" 1999 "DE503" "f" 792.631021747258
"596" 1999 "DE503" "m" 1326.89586582117
"597" 1999 "DE504" "f" 886.183494254449
"598" 1999 "DE504" "m" 1486.51609570121
"599" 1999 "DE505" "f" 823.357109885342
"600" 1999 "DE505" "m" 1272.51271166942
"601" 1999 "DE506" "f" 892.902930049798
"602" 1999 "DE506" "m" 1499.04608668569
"603" 1999 "DE507" "f" 896.768188742137
"604" 1999 "DE507" "m" 1499.37442979212
"605" 1999 "DE508" "f" 870.590960034235
"606" 1999 "DE508" "m" 1399.1659739215
"607" 1999 "DE509" "f" 926.371742464206
"608" 1999 "DE509" "m" 1526.61770927889
"609" 1999 "DE510" "f" 872.801610446697
"610" 1999 "DE510" "m" 1362.82961992421
"611" 1999 "DE511" "f" 787.759217506464
"612" 1999 "DE511" "m" 1305.51960846773
"613" 1999 "DE512" "f" 816.564451071021
"614" 1999 "DE512" "m" 1369.67210379902
"615" 1999 "DE513" "f" 844.650719606482
"616" 1999 "DE513" "m" 1406.00305227045
"617" 1999 "DE601" "f" 852.564185871282
"618" 1999 "DE601" "m" 1379.28871584166
"619" 1999 "DE602" "f" 819.391675805871
"620" 1999 "DE602" "m" 1415.94546971448
"621" 1999 "DE603" "f" 792.017045874361
"622" 1999 "DE603" "m" 1304.44771572758
"623" 1999 "DE604" "f" 822.410013653731
"624" 1999 "DE604" "m" 1291.16834982387
"625" 1999 "DE605" "f" 850.385356538069
"626" 1999 "DE605" "m" 1318.48904449161
"627" 1999 "DE701" "f" 840.1848830724
"628" 1999 "DE701" "m" 1359.49683073103
"629" 1999 "DE702" "f" 847.28250916334
"630" 1999 "DE702" "m" 1355.97193081899
"631" 1999 "DE703" "f" 853.055309546265
"632" 1999 "DE703" "m" 1380.08186572959
"633" 1999 "DE704" "f" 803.137532517057
"634" 1999 "DE704" "m" 1351.87260994965
"635" 1999 "DE705" "f" 886.858113198128
"636" 1999 "DE705" "m" 1462.79140358505
"637" 1999 "DE801" "f" 754.586358528121
"638" 1999 "DE801" "m" 1255.47191089574
"639" 1999 "DE802" "f" 777.64403806333
"640" 1999 "DE802" "m" 1263.8904305513
"641" 1999 "DE803" "f" 796.885278953269
"642" 1999 "DE803" "m" 1302.50519331593
"643" 1999 "DE804" "f" 775.907605765541
"644" 1999 "DE804" "m" 1263.91483827578
"645" 1999 "DE805" "f" 823.657228390631
"646" 1999 "DE805" "m" 1326.44948168701
"647" 1999 "DE806" "f" 752.019329937291
"648" 1999 "DE806" "m" 1269.17761182301
"649" 1999 "DE807" "f" 802.790608456018
"650" 1999 "DE807" "m" 1289.79482840525
"651" 1999 "DE808" "f" 803.852625934483
"652" 1999 "DE808" "m" 1327.61124631641
"653" 1999 "DE809" "f" 800.246556186278
"654" 1999 "DE809" "m" 1288.14715206961
"655" 1999 "DE810" "f" 754.786475104607
"656" 1999 "DE810" "m" 1228.73988706845
"657" 1999 "DE811" "f" 771.877112217434
"658" 1999 "DE811" "m" 1231.40885010296
"659" 1999 "DE812" "f" 847.574176352076
"660" 1999 "DE812" "m" 1384.46475908343
"661" 1999 "DE901" "f" 785.175626041457
"662" 1999 "DE901" "m" 1216.02148046365
"663" 1999 "DE902" "f" 840.756221554967
"664" 1999 "DE902" "m" 1341.40942411299
"665" 1999 "DE903" "f" 803.217099572908
"666" 1999 "DE903" "m" 1276.17367663872
"667" 1999 "DE904" "f" 797.35968916153
"668" 1999 "DE904" "m" 1317.88243417213
"669" 1999 "DE905" "f" 861.247721770319
"670" 1999 "DE905" "m" 1448.88116765582
"671" 1999 "DE906" "f" 848.237471651596
"672" 1999 "DE906" "m" 1375.02297779361
"673" 1999 "DE907" "f" 822.619026473789
"674" 1999 "DE907" "m" 1302.98629904746
"675" 1999 "DE908" "f" 828.579773973562
"676" 1999 "DE908" "m" 1346.0431690074
"677" 1999 "DE909" "f" 837.525643521088
"678" 1999 "DE909" "m" 1369.00090964741
"679" 1999 "DE910" "f" 759.303345973938
"680" 1999 "DE910" "m" 1176.21106419277
"681" 1999 "DE911" "f" 883.491944663997
"682" 1999 "DE911" "m" 1448.93956045254
"683" 1999 "DE912" "f" 871.50713437035
"684" 1999 "DE912" "m" 1406.83477697267
"685" 1999 "DE913" "f" 770.248526315702
"686" 1999 "DE913" "m" 1240.03606150949
"687" 1999 "DE914" "f" 879.622650021747
"688" 1999 "DE914" "m" 1452.8542907141
"689" 1999 "DE915" "f" 839.577932018168
"690" 1999 "DE915" "m" 1361.92189496242
"691" 1999 "DE916" "f" 802.354744907405
"692" 1999 "DE916" "m" 1281.92372240718
"693" 1999 "DE917" "f" 839.733847399075
"694" 1999 "DE917" "m" 1352.86124197659
"695" 1999 "DE918" "f" 820.744415796782
"696" 1999 "DE918" "m" 1289.20336169792
"697" 1999 "DK01" "f" 965.656966168226
"698" 1999 "DK01" "m" 1510.29524524688
"699" 1999 "DK02" "f" 987.960691260477
"700" 1999 "DK02" "m" 1497.87400449336
"701" 1999 "DK03" "f" 924.183394992418
"702" 1999 "DK03" "m" 1430.03677610812
"703" 1999 "DK04" "f" 940.567089873001
"704" 1999 "DK04" "m" 1383.55667427517
"705" 1999 "DK05" "f" 964.761219665746
"706" 1999 "DK05" "m" 1440.67773845664
"707" 1999 "FR101" "f" 689.812249463359
"708" 1999 "FR101" "m" 1136.21926757181
"709" 1999 "FR102" "f" 727.985251306195
"710" 1999 "FR102" "m" 1300.71045386692
"711" 1999 "FR103" "f" 654.335667642638
"712" 1999 "FR103" "m" 1123.19732567806
"713" 1999 "FR104" "f" 677.524617538447
"714" 1999 "FR104" "m" 1151.11664914872
"715" 1999 "FR105" "f" 661.097514980156
"716" 1999 "FR105" "m" 1122.63800540298
"717" 1999 "FR106" "f" 758.633879518071
"718" 1999 "FR106" "m" 1310.93076346355
"719" 1999 "FR107" "f" 694.224756823828
"720" 1999 "FR107" "m" 1195.58456791999
"721" 1999 "FR108" "f" 697.047256009874
"722" 1999 "FR108" "m" 1265.41112784278
"723" 1999 "FRB01" "f" 730.448799244077
"724" 1999 "FRB01" "m" 1338.74214219185
"725" 1999 "FRB02" "f" 699.270661826749
"726" 1999 "FRB02" "m" 1261.64318397769
"727" 1999 "FRB03" "f" 703.262367008674
"728" 1999 "FRB03" "m" 1319.4260974382
"729" 1999 "FRB04" "f" 613.949180639023
"730" 1999 "FRB04" "m" 1169.76081937663
"731" 1999 "FRB05" "f" 641.631387238073
"732" 1999 "FRB05" "m" 1218.26498560517
"733" 1999 "FRB06" "f" 669.717825345446
"734" 1999 "FRB06" "m" 1192.54100059166
"735" 1999 "FRC11" "f" 659.62667720743
"736" 1999 "FRC11" "m" 1253.89870591525
"737" 1999 "FRC12" "f" 721.985276048048
"738" 1999 "FRC12" "m" 1429.62152022127
"739" 1999 "FRC13" "f" 678.668062155621
"740" 1999 "FRC13" "m" 1287.3748252222
"741" 1999 "FRC14" "f" 742.781964047888
"742" 1999 "FRC14" "m" 1379.87329088516
"743" 1999 "FRC21" "f" 690.621678839098
"744" 1999 "FRC21" "m" 1249.47603558265
"745" 1999 "FRC22" "f" 653.982619216748
"746" 1999 "FRC22" "m" 1201.03726883951
"747" 1999 "FRC23" "f" 743.742460094608
"748" 1999 "FRC23" "m" 1294.09036945312
"749" 1999 "FRC24" "f" 700.08858202221
"750" 1999 "FRC24" "m" 1355.38197012804
"751" 1999 "FRD11" "f" 677.433305922842
"752" 1999 "FRD11" "m" 1322.21697770759
"753" 1999 "FRD12" "f" 685.308230590041
"754" 1999 "FRD12" "m" 1327.23657009227
"755" 1999 "FRD13" "f" 667.438162033797
"756" 1999 "FRD13" "m" 1271.67023335662
"757" 1999 "FRD21" "f" 741.279446510846
"758" 1999 "FRD21" "m" 1341.66806419914
"759" 1999 "FRD22" "f" 727.549204647567
"760" 1999 "FRD22" "m" 1405.26634136103
"761" 1999 "FRE11" "f" 855.556873105307
"762" 1999 "FRE11" "m" 1627.45265940453
"763" 1999 "FRE12" "f" 846.479604735903
"764" 1999 "FRE12" "m" 1660.62532273806
"765" 1999 "FRE21" "f" 802.371091806093
"766" 1999 "FRE21" "m" 1526.59842379319
"767" 1999 "FRE22" "f" 765.860951500282
"768" 1999 "FRE22" "m" 1407.34430200407
"769" 1999 "FRE23" "f" 763.247493507791
"770" 1999 "FRE23" "m" 1453.35916545668
"771" 1999 "FRF11" "f" 748.388893336467
"772" 1999 "FRF11" "m" 1358.69624161197
"773" 1999 "FRF12" "f" 806.473402368019
"774" 1999 "FRF12" "m" 1348.03508579026
"775" 1999 "FRF21" "f" 812.102821243374
"776" 1999 "FRF21" "m" 1545.7708060286
"777" 1999 "FRF22" "f" 683.291099932849
"778" 1999 "FRF22" "m" 1308.99608926384
"779" 1999 "FRF23" "f" 722.625809616323
"780" 1999 "FRF23" "m" 1362.15836224758
"781" 1999 "FRF24" "f" 725.72069805348
"782" 1999 "FRF24" "m" 1370.65828089711
"783" 1999 "FRF31" "f" 741.887990079002
"784" 1999 "FRF31" "m" 1388.48894400461
"785" 1999 "FRF32" "f" 727.682122362624
"786" 1999 "FRF32" "m" 1426.93746138342
"787" 1999 "FRF33" "f" 818.005239111856
"788" 1999 "FRF33" "m" 1433.25905092289
"789" 1999 "FRF34" "f" 739.736516712618
"790" 1999 "FRF34" "m" 1396.85424388228
"791" 1999 "FRG01" "f" 656.099653777352
"792" 1999 "FRG01" "m" 1302.18161239404
"793" 1999 "FRG02" "f" 642.934205097738
"794" 1999 "FRG02" "m" 1176.63726007592
"795" 1999 "FRG03" "f" 599.167261085454
"796" 1999 "FRG03" "m" 1139.0260541025
"797" 1999 "FRG04" "f" 649.973606509365
"798" 1999 "FRG04" "m" 1195.43251616805
"799" 1999 "FRG05" "f" 628.912031508127
"800" 1999 "FRG05" "m" 1244.26625308402
"801" 1999 "FRH01" "f" 722.501118303135
"802" 1999 "FRH01" "m" 1429.33555813766
"803" 1999 "FRH02" "f" 750.184400527719
"804" 1999 "FRH02" "m" 1487.84187005844
"805" 1999 "FRH03" "f" 672.37421008788
"806" 1999 "FRH03" "m" 1253.86642719106
"807" 1999 "FRH04" "f" 705.369361463302
"808" 1999 "FRH04" "m" 1408.73458157423
"809" 1999 "FRI11" "f" 658.696001208657
"810" 1999 "FRI11" "m" 1217.03162345995
"811" 1999 "FRI12" "f" 663.598963895275
"812" 1999 "FRI12" "m" 1248.38216057472
"813" 1999 "FRI13" "f" 660.185352238836
"814" 1999 "FRI13" "m" 1263.4856703996
"815" 1999 "FRI14" "f" 638.54986157706
"816" 1999 "FRI14" "m" 1187.37005034659
"817" 1999 "FRI15" "f" 643.935281668472
"818" 1999 "FRI15" "m" 1243.92411727299
"819" 1999 "FRI21" "f" 663.860972380913
"820" 1999 "FRI21" "m" 1247.69022035095
"821" 1999 "FRI22" "f" 715.391642125766
"822" 1999 "FRI22" "m" 1348.57232017704
"823" 1999 "FRI23" "f" 654.779864808632
"824" 1999 "FRI23" "m" 1259.1139666813
"825" 1999 "FRI31" "f" 638.566397881073
"826" 1999 "FRI31" "m" 1231.86011832788
"827" 1999 "FRI32" "f" 655.553342455214
"828" 1999 "FRI32" "m" 1237.93736984086
"829" 1999 "FRI33" "f" 625.890545412951
"830" 1999 "FRI33" "m" 1130.83965963731
"831" 1999 "FRI34" "f" 641.065806831881
"832" 1999 "FRI34" "m" 1189.57558587112
"833" 1999 "FRJ11" "f" 676.426643530434
"834" 1999 "FRJ11" "m" 1189.68069104823
"835" 1999 "FRJ12" "f" 685.66966246504
"836" 1999 "FRJ12" "m" 1256.08018082721
"837" 1999 "FRJ13" "f" 674.405114585651
"838" 1999 "FRJ13" "m" 1230.37364684404
"839" 1999 "FRJ14" "f" 649.869372189941
"840" 1999 "FRJ14" "m" 1203.27157947564
"841" 1999 "FRJ15" "f" 679.918559248556
"842" 1999 "FRJ15" "m" 1268.71340891581
"843" 1999 "FRJ21" "f" 673.306905705327
"844" 1999 "FRJ21" "m" 1222.69776770502
"845" 1999 "FRJ22" "f" 623.721466083764
"846" 1999 "FRJ22" "m" 1134.16825891322
"847" 1999 "FRJ23" "f" 641.629158752362
"848" 1999 "FRJ23" "m" 1131.29778722736
"849" 1999 "FRJ24" "f" 626.279653173321
"850" 1999 "FRJ24" "m" 1123.38337065728
"851" 1999 "FRJ25" "f" 624.528260339092
"852" 1999 "FRJ25" "m" 1162.5101313839
"853" 1999 "FRJ26" "f" 693.666195225095
"854" 1999 "FRJ26" "m" 1253.99223853382
"855" 1999 "FRJ27" "f" 613.855484515696
"856" 1999 "FRJ27" "m" 1107.49748142589
"857" 1999 "FRJ28" "f" 657.93938515172
"858" 1999 "FRJ28" "m" 1161.39838785733
"859" 1999 "FRK11" "f" 703.211403289576
"860" 1999 "FRK11" "m" 1347.90317423543
"861" 1999 "FRK12" "f" 680.63999576705
"862" 1999 "FRK12" "m" 1327.21590811405
"863" 1999 "FRK13" "f" 691.377944542735
"864" 1999 "FRK13" "m" 1340.81578744775
"865" 1999 "FRK14" "f" 708.071951108342
"866" 1999 "FRK14" "m" 1362.67820984631
"867" 1999 "FRK21" "f" 655.278782878647
"868" 1999 "FRK21" "m" 1179.05474981192
"869" 1999 "FRK22" "f" 649.701808210764
"870" 1999 "FRK22" "m" 1246.66053833202
"871" 1999 "FRK23" "f" 660.573374291062
"872" 1999 "FRK23" "m" 1233.87515913353
"873" 1999 "FRK24" "f" 670.843965962565
"874" 1999 "FRK24" "m" 1184.00552656702
"875" 1999 "FRK25" "f" 680.933203976538
"876" 1999 "FRK25" "m" 1261.94080978417
"877" 1999 "FRK26" "f" 644.048001378674
"878" 1999 "FRK26" "m" 1172.48805140114
"879" 1999 "FRK27" "f" 676.79321223104
"880" 1999 "FRK27" "m" 1255.74167330246
"881" 1999 "FRK28" "f" 637.39169977612
"882" 1999 "FRK28" "m" 1182.03549601247
"883" 1999 "FRL01" "f" 625.205593324488
"884" 1999 "FRL01" "m" 1147.47630026671
"885" 1999 "FRL02" "f" 607.445466294129
"886" 1999 "FRL02" "m" 1151.65463091882
"887" 1999 "FRL03" "f" 652.775234298657
"888" 1999 "FRL03" "m" 1165.76117134082
"889" 1999 "FRL04" "f" 697.510166653881
"890" 1999 "FRL04" "m" 1267.10349846513
"891" 1999 "FRL05" "f" 642.725888308911
"892" 1999 "FRL05" "m" 1208.11481162357
"893" 1999 "FRL06" "f" 676.575758043498
"894" 1999 "FRL06" "m" 1270.71669126042
"895" 1999 "FRM01" "f" 672.671679052461
"896" 1999 "FRM01" "m" 1212.76629504157
"897" 1999 "SK010" "f" 1119.3079606393
"898" 1999 "SK010" "m" 1762.44584090787
"899" 1999 "SK021" "f" 1244.77112025371
"900" 1999 "SK021" "m" 2032.09925517274
"901" 1999 "SK022" "f" 1102.33939161605
"902" 1999 "SK022" "m" 1864.78648123599
"903" 1999 "SK023" "f" 1236.96278464273
"904" 1999 "SK023" "m" 2150.27482127126
"905" 1999 "SK031" "f" 1122.85578104604
"906" 1999 "SK031" "m" 2073.79433521908
"907" 1999 "SK032" "f" 1218.35998402432
"908" 1999 "SK032" "m" 2156.49277808731
"909" 1999 "SK041" "f" 1152.86808326833
"910" 1999 "SK041" "m" 1935.87835851951
"911" 1999 "SK042" "f" 1228.0264037786
"912" 1999 "SK042" "m" 2094.57772928635
"913" 2002 "AT11" "f" 850.928864400844
"914" 2002 "AT11" "m" 1400.87966963031
"915" 2002 "AT12" "f" 855.285466781001
"916" 2002 "AT12" "m" 1377.10849151294
"917" 2002 "AT13" "f" 857.041859528739
"918" 2002 "AT13" "m" 1345.00022543752
"919" 2002 "AT21" "f" 755.57069049837
"920" 2002 "AT21" "m" 1274.46867069302
"921" 2002 "AT22" "f" 797.515116105256
"922" 2002 "AT22" "m" 1315.2400250677
"923" 2002 "AT31" "f" 803.018250490451
"924" 2002 "AT31" "m" 1297.17351328814
"925" 2002 "AT32" "f" 799.958259482872
"926" 2002 "AT32" "m" 1194.69087154329
"927" 2002 "AT33" "f" 735.771553780385
"928" 2002 "AT33" "m" 1156.42243726815
"929" 2002 "AT34" "f" 751.853773190747
"930" 2002 "AT34" "m" 1193.36773216634
"931" 2002 "CH01" "f" 784.429032155774
"932" 2002 "CH01" "m" 1269.73591573389
"933" 2002 "CH02" "f" 613.60173734303
"934" 2002 "CH02" "m" 998.675993302817
"935" 2002 "CH03" "f" 695.908005853683
"936" 2002 "CH03" "m" 1066.11536170334
"937" 2002 "CH04" "f" 704.406927571366
"938" 2002 "CH04" "m" 1054.99652069698
"939" 2002 "CH05" "f" 692.395158824879
"940" 2002 "CH05" "m" 1113.0684984611
"941" 2002 "CH06" "f" 688.760232330493
"942" 2002 "CH06" "m" 1053.47879000193
"943" 2002 "CH07" "f" 612.457618718923
"944" 2002 "CH07" "m" 1015.39554272347
"945" 2002 "CZ01" "f" 1033.82495565284
"946" 2002 "CZ01" "m" 1569.39781885226
"947" 2002 "CZ02" "f" 1172.75740931309
"948" 2002 "CZ02" "m" 1823.85531448767
"949" 2002 "CZ03" "f" 1117.80881312877
"950" 2002 "CZ03" "m" 1767.31234555121
"951" 2002 "CZ04" "f" 1264.23146313723
"952" 2002 "CZ04" "m" 2016.24179213953
"953" 2002 "CZ05" "f" 1101.49496253793
"954" 2002 "CZ05" "m" 1733.28533939001
"955" 2002 "CZ06" "f" 1043.24727876362
"956" 2002 "CZ06" "m" 1699.26275912564
"957" 2002 "CZ07" "f" 1058.06578207241
"958" 2002 "CZ07" "m" 1736.50043024449
"959" 2002 "CZ08" "f" 1142.47831201191
"960" 2002 "CZ08" "m" 1954.74318494042
"961" 2002 "DE1001" "f" 910.315902620943
"962" 2002 "DE1001" "m" 1406.45665271775
"963" 2002 "DE101" "f" 835.138931735302
"964" 2002 "DE101" "m" 1295.05281156776
"965" 2002 "DE102" "f" 866.490527012273
"966" 2002 "DE102" "m" 1285.56146667661
"967" 2002 "DE103" "f" 808.975211523088
"968" 2002 "DE103" "m" 1314.0039594019
"969" 2002 "DE104" "f" 832.030347787991
"970" 2002 "DE104" "m" 1255.45678801269
"971" 2002 "DE105" "f" 883.407150639048
"972" 2002 "DE105" "m" 1347.24063431119
"973" 2002 "DE1101" "f" 865.071776262393
"974" 2002 "DE1101" "m" 1337.25677258761
"975" 2002 "DE1201" "f" 846.674699306283
"976" 2002 "DE1201" "m" 1362.0933413152
"977" 2002 "DE1202" "f" 873.684903169528
"978" 2002 "DE1202" "m" 1485.97910304971
"979" 2002 "DE1203" "f" 851.431767547216
"980" 2002 "DE1203" "m" 1401.77975518934
"981" 2002 "DE1204" "f" 913.819968710367
"982" 2002 "DE1204" "m" 1429.02976635373
"983" 2002 "DE1205" "f" 902.899888563296
"984" 2002 "DE1205" "m" 1449.80332319053
"985" 2002 "DE1301" "f" 870.64938450089
"986" 2002 "DE1301" "m" 1471.36680585551
"987" 2002 "DE1302" "f" 846.861730908623
"988" 2002 "DE1302" "m" 1368.16607497357
"989" 2002 "DE1303" "f" 911.309930252205
"990" 2002 "DE1303" "m" 1502.41974949522
"991" 2002 "DE1304" "f" 872.839232717353
"992" 2002 "DE1304" "m" 1438.35044696097
"993" 2002 "DE1401" "f" 768.093907587233
"994" 2002 "DE1401" "m" 1218.31931058351
"995" 2002 "DE1402" "f" 811.033473410071
"996" 2002 "DE1402" "m" 1377.94497474379
"997" 2002 "DE1403" "f" 844.989103308572
"998" 2002 "DE1403" "m" 1389.47910839092
"999" 2002 "DE1404" "f" 817.18945124343
"1000" 2002 "DE1404" "m" 1350.58594148642
"1001" 2002 "DE1501" "f" 917.140824515477
"1002" 2002 "DE1501" "m" 1577.55568294968
"1003" 2002 "DE1502" "f" 864.568714891291
"1004" 2002 "DE1502" "m" 1461.98015566563
"1005" 2002 "DE1503" "f" 885.609050236668
"1006" 2002 "DE1503" "m" 1473.31249580146
"1007" 2002 "DE1504" "f" 903.786331066424
"1008" 2002 "DE1504" "m" 1484.60013693449
"1009" 2002 "DE1601" "f" 886.095198353342
"1010" 2002 "DE1601" "m" 1421.0597311263
"1011" 2002 "DE1602" "f" 890.922354310442
"1012" 2002 "DE1602" "m" 1476.94915395235
"1013" 2002 "DE1603" "f" 821.508732383319
"1014" 2002 "DE1603" "m" 1389.76944353881
"1015" 2002 "DE1604" "f" 917.930597086954
"1016" 2002 "DE1604" "m" 1422.09870924839
"1017" 2002 "DE201" "f" 839.160906155896
"1018" 2002 "DE201" "m" 1311.48910770292
"1019" 2002 "DE301" "f" 824.006596442606
"1020" 2002 "DE301" "m" 1325.36808997627
"1021" 2002 "DE302" "f" 848.491178964107
"1022" 2002 "DE302" "m" 1343.52791011424
"1023" 2002 "DE303" "f" 837.395221479329
"1024" 2002 "DE303" "m" 1318.24890989894
"1025" 2002 "DE304" "f" 830.965463129897
"1026" 2002 "DE304" "m" 1323.68561932105
"1027" 2002 "DE305" "f" 843.187445335066
"1028" 2002 "DE305" "m" 1339.24180344141
"1029" 2002 "DE306" "f" 841.526533112133
"1030" 2002 "DE306" "m" 1271.33484956997
"1031" 2002 "DE307" "f" 809.913730661108
"1032" 2002 "DE307" "m" 1307.62310205173
"1033" 2002 "DE308" "f" 836.219233678859
"1034" 2002 "DE308" "m" 1330.56135788458
"1035" 2002 "DE309" "f" 851.872320721652
"1036" 2002 "DE309" "m" 1384.36538806094
"1037" 2002 "DE310" "f" 812.041337711608
"1038" 2002 "DE310" "m" 1280.70072410593
"1039" 2002 "DE311" "f" 779.451192190623
"1040" 2002 "DE311" "m" 1289.72314151086
"1041" 2002 "DE312" "f" 847.622718266287
"1042" 2002 "DE312" "m" 1352.27319855824
"1043" 2002 "DE313" "f" 835.571084724721
"1044" 2002 "DE313" "m" 1323.3539160318
"1045" 2002 "DE401" "f" 810.381424816216
"1046" 2002 "DE401" "m" 1341.43220330963
"1047" 2002 "DE501" "f" 875.432143392573
"1048" 2002 "DE501" "m" 1386.20394593678
"1049" 2002 "DE502" "f" 850.402456091083
"1050" 2002 "DE502" "m" 1377.04561868656
"1051" 2002 "DE503" "f" 768.213720887585
"1052" 2002 "DE503" "m" 1235.14531720852
"1053" 2002 "DE504" "f" 866.224928365622
"1054" 2002 "DE504" "m" 1435.85773041304
"1055" 2002 "DE505" "f" 788.804124330134
"1056" 2002 "DE505" "m" 1222.34036189229
"1057" 2002 "DE506" "f" 876.458978290378
"1058" 2002 "DE506" "m" 1402.72919627939
"1059" 2002 "DE507" "f" 893.273550772699
"1060" 2002 "DE507" "m" 1426.92724123657
"1061" 2002 "DE508" "f" 853.265480901454
"1062" 2002 "DE508" "m" 1331.63482292857
"1063" 2002 "DE509" "f" 908.292793272492
"1064" 2002 "DE509" "m" 1471.66574634423
"1065" 2002 "DE510" "f" 858.538376589919
"1066" 2002 "DE510" "m" 1288.33953626793
"1067" 2002 "DE511" "f" 791.188821254648
"1068" 2002 "DE511" "m" 1266.36770160032
"1069" 2002 "DE512" "f" 796.09536582112
"1070" 2002 "DE512" "m" 1304.89754417205
"1071" 2002 "DE513" "f" 819.198399460106
"1072" 2002 "DE513" "m" 1255.23207704921
"1073" 2002 "DE601" "f" 820.325196494277
"1074" 2002 "DE601" "m" 1319.528489688
"1075" 2002 "DE602" "f" 823.585815880752
"1076" 2002 "DE602" "m" 1343.55957482271
"1077" 2002 "DE603" "f" 760.392286171986
"1078" 2002 "DE603" "m" 1234.52673702852
"1079" 2002 "DE604" "f" 793.312621159623
"1080" 2002 "DE604" "m" 1239.17624051776
"1081" 2002 "DE605" "f" 829.499329958171
"1082" 2002 "DE605" "m" 1278.74124008221
"1083" 2002 "DE701" "f" 842.459221708473
"1084" 2002 "DE701" "m" 1314.06560160967
"1085" 2002 "DE702" "f" 820.412141975844
"1086" 2002 "DE702" "m" 1278.28688102391
"1087" 2002 "DE703" "f" 825.098409004499
"1088" 2002 "DE703" "m" 1284.66025460256
"1089" 2002 "DE704" "f" 784.708134723929
"1090" 2002 "DE704" "m" 1305.11521102171
"1091" 2002 "DE705" "f" 902.120854305096
"1092" 2002 "DE705" "m" 1387.65421340635
"1093" 2002 "DE801" "f" 771.72561563988
"1094" 2002 "DE801" "m" 1174.12990762608
"1095" 2002 "DE802" "f" 731.967457938284
"1096" 2002 "DE802" "m" 1206.56148098386
"1097" 2002 "DE803" "f" 777.464452067422
"1098" 2002 "DE803" "m" 1222.91422782448
"1099" 2002 "DE804" "f" 761.656019871324
"1100" 2002 "DE804" "m" 1158.89104350049
"1101" 2002 "DE805" "f" 791.456126126945
"1102" 2002 "DE805" "m" 1219.86462673426
"1103" 2002 "DE806" "f" 745.359881329934
"1104" 2002 "DE806" "m" 1171.51482381361
"1105" 2002 "DE807" "f" 769.231981108189
"1106" 2002 "DE807" "m" 1231.19562815445
"1107" 2002 "DE808" "f" 775.429460935912
"1108" 2002 "DE808" "m" 1242.80502867963
"1109" 2002 "DE809" "f" 770.864982087658
"1110" 2002 "DE809" "m" 1195.94575007345
"1111" 2002 "DE810" "f" 726.122808559797
"1112" 2002 "DE810" "m" 1133.55151378131
"1113" 2002 "DE811" "f" 756.40995330206
"1114" 2002 "DE811" "m" 1166.69283215216
"1115" 2002 "DE812" "f" 808.799633413275
"1116" 2002 "DE812" "m" 1281.20374498305
"1117" 2002 "DE901" "f" 764.069467439682
"1118" 2002 "DE901" "m" 1183.21761396111
"1119" 2002 "DE902" "f" 808.868777612025
"1120" 2002 "DE902" "m" 1272.94929129126
"1121" 2002 "DE903" "f" 768.829051387233
"1122" 2002 "DE903" "m" 1195.70969892956
"1123" 2002 "DE904" "f" 784.796266418976
"1124" 2002 "DE904" "m" 1257.98019047464
"1125" 2002 "DE905" "f" 836.967226459398
"1126" 2002 "DE905" "m" 1354.61891509814
"1127" 2002 "DE906" "f" 822.409177172176
"1128" 2002 "DE906" "m" 1286.59902878337
"1129" 2002 "DE907" "f" 808.575415225071
"1130" 2002 "DE907" "m" 1244.17883606674
"1131" 2002 "DE908" "f" 861.399575021058
"1132" 2002 "DE908" "m" 1253.66957326539
"1133" 2002 "DE909" "f" 814.056666978064
"1134" 2002 "DE909" "m" 1326.61168147183
"1135" 2002 "DE910" "f" 736.667136815706
"1136" 2002 "DE910" "m" 1104.9498492404
"1137" 2002 "DE911" "f" 858.318940024922
"1138" 2002 "DE911" "m" 1400.59683499705
"1139" 2002 "DE912" "f" 819.115056949932
"1140" 2002 "DE912" "m" 1359.11293221999
"1141" 2002 "DE913" "f" 749.872815005378
"1142" 2002 "DE913" "m" 1168.91486492342
"1143" 2002 "DE914" "f" 859.637471358554
"1144" 2002 "DE914" "m" 1413.92364316184
"1145" 2002 "DE915" "f" 818.867705724974
"1146" 2002 "DE915" "m" 1324.19218718511
"1147" 2002 "DE916" "f" 802.759038426117
"1148" 2002 "DE916" "m" 1219.45459942513
"1149" 2002 "DE917" "f" 807.992015371315
"1150" 2002 "DE917" "m" 1300.92128937784
"1151" 2002 "DE918" "f" 782.797460965412
"1152" 2002 "DE918" "m" 1219.21067335354
"1153" 2002 "DK01" "f" 941.444399167581
