"FID" "Cancer_1996" "CVD_1996" "External_1996" "LungC_1996" "Rest_1996" "Cancer_2017" "CVD_2017" "External_2017" "LungC_2017" "Rest_2017" "AllCn96" "AllCn17"
"92" "DE802" 95.18641387111 213.827268417382 53.9786059568902 63.2294205362358 137.433424895648 53.498136399389 92.215447228545 36.7673610590085 23.0689741356709 80.408144605297 158.415834407346 76.5671105350599
"93" "DE803" 79.671391946263 207.329025680532 55.7119585757872 65.1897997950678 145.735516863304 57.188573486854 104.362527409644 41.4630957920962 24.8951313869744 91.42239658209 144.861191741331 82.0837048738284
"94" "DE804" 87.609302331935 206.793788553985 49.839924667696 68.4439644055899 127.976425465434 50.034387340886 102.154621167204 42.5480995851639 28.0521305778437 75.563407822243 156.053266737525 78.0865179187297
"95" "DE805" 103.493988304797 230.129859059329 46.3049617815347 73.1149890692045 117.332394102558 53.999083581802 104.074119959301 37.7196680444958 31.0162615658199 74.872069529669 176.608977374002 85.0153451476219
"96" "DE806" 95.529358243116 238.713785666054 46.780806729116 53.5286047677972 127.921787439242 56.846094454703 105.663425958599 38.3211002296589 35.4636780136207 78.923992376062 149.057963010913 92.3097724683237
"97" "DE807" 96.314134803972 243.205252562551 35.8936166516214 62.2919103079513 128.201795542955 50.948487758019 107.152832484366 38.7456134269802 28.8810192424426 79.314092261016 158.606045111923 79.8295070004616
"98" "DE808" 76.615110638044 232.31386668181 61.3098785400944 58.2766110751254 108.03000470867 56.313323821835 119.557656764068 34.2970260941383 28.8001318215456 90.450731545218 134.891721713169 85.1134556433806
"99" "DE809" 90.298706147822 215.799506531222 41.2754229165357 57.3848755416461 125.200594780792 53.533443465506 88.509688803307 41.483411159819 26.4713394163496 82.961781624818 147.683581689468 80.0047828818556
"100" "DE810" 92.07537385601 224.276155264087 40.3653099026205 56.6265961915129 110.092331621625 52.229822934097 87.164187693423 33.2221549703508 26.3806086747445 74.393772223189 148.701970047523 78.6104316088415
"101" "DE811" 106.29310775601 210.677054902132 57.9118425796815 64.9394048980775 118.134271049672 59.732386510335 74.248530756179 44.8958540815041 28.2713774069554 65.071947706283 171.232512654087 88.0037639172904
"102" "DE812" 102.861289037293 246.748668690217 45.4258094508007 81.3781691834716 117.499752845172 65.21226414565 92.977824362481 38.0927535435432 27.3712790238329 86.429959490896 184.239458220765 92.5835431694829
"103" "DE901" 77.325683597935 217.610012359041 48.314206320284 55.2278629215758 118.913046432314 47.285711409295 88.702165664779 38.70191888918 21.5607088222074 77.588903085998 132.553546519511 68.8464202315024
"104" "DE902" 106.358164957019 222.319222713101 47.0379562610734 65.7991485460696 132.56313323063 60.893340212617 96.982511204345 32.4198997700585 26.6039199104737 83.972694812679 172.157313503089 87.4972601230907
"105" "DE903" 90.925555975764 197.698013303452 42.0761475855518 62.7042279777933 100.523363441511 44.948272292856 95.243529690472 35.1652191141816 27.101278677256 72.336789085671 153.629783953557 72.049550970112
"106" "DE904" 91.332345314112 229.818932177491 49.1148356708932 62.3623598114473 125.416641831702 55.088986877267 94.526348079458 43.4318663356781 25.2975662262254 80.556482684925 153.694705125559 80.3865531034924
"107" "DE905" 103.796687362404 262.466337439867 48.6834276764678 92.3732968572299 148.675143042203 63.854717479049 113.709539243481 46.2180287848159 31.586051505992 117.257428282049 196.169984219634 95.440768985041
"108" "DE906" 85.225185913108 237.385273297665 35.4998755333897 65.2549162130018 135.687141274774 64.667257321318 112.144918972057 34.7424646573278 30.4110323592762 83.244088920508 150.48010212611 95.0782896805942
"109" "DE907" 107.26310930002 228.913744005337 44.1391572099507 67.2206496222111 124.259052455469 62.901922775816 87.253504535532 38.5544320979776 24.9869060207916 69.706743605459 174.483758922231 87.8888287966076
"110" "DE908" 92.122615903184 201.44227945505 59.406882056262 75.4750819114076 113.999065597404 56.816475096481 89.276656084031 38.809962253175 29.8875688688724 77.877837837896 167.597697814592 86.7040439653534
"111" "DE909" 98.027033814595 235.333883253111 47.0811657332003 60.6485209823163 140.772504694927 71.689267298879 102.251228891212 44.241855995101 24.2478833508599 89.521875205473 158.675554796911 95.9371506497389
"112" "DE910" 73.04113716026 196.78791193721 43.0098209318124 54.601627237291 99.382173925648 44.654412544349 75.812573073446 33.4281566284165 20.3669060848228 57.898268889506 127.642764397551 65.0213186291718
"113" "DE911" 97.530422847516 259.906566966288 47.653339287854 69.2312569903365 143.850708022222 65.200360200662 139.153476203337 44.442003160048 37.3482016893449 106.509973694195 166.761679837852 102.548561890007
"114" "DE912" 111.666645965514 243.157442043372 41.6074707904919 61.386834936467 143.487862698023 70.185872093856 128.884626070524 43.8277531733819 24.1312470197814 99.586781216155 173.053480901981 94.3171191136374
"115" "DE913" 84.441894248619 207.754433805476 47.4783337635206 53.5249961250522 97.393182890093 51.53492736556 96.895608504981 32.276753036586 22.6336670572387 61.021835804676 137.966890373671 74.1685944227987
"116" "DE914" 115.563153446166 259.38594779836 51.4035530318346 77.3930192642071 137.756650329085 75.00971367164 114.915238119769 44.9372372707305 36.7989845037408 91.798507426878 192.956172710373 111.808698175381
"117" "DE915" 101.810609903865 224.688332474752 52.3786841892703 75.9897247262134 133.507464764193 60.362751063684 101.418416652034 40.5809310782725 35.5769935191528 79.026658405032 177.800334630078 95.9397445828368
"118" "DE916" 88.016094144133 211.242593372999 49.9328513962107 60.4031516558245 118.032006086253 50.818806985665 76.698733949967 43.8267484290227 23.2442222583877 78.615042397784 148.419245799957 74.0630292440527
"119" "DE917" 105.258943655535 213.011956021455 49.4781129625638 63.2620433834934 133.107295623416 64.193757189622 120.660756615458 48.2039501758527 31.5975994062736 93.639454336502 168.520987039028 95.7913565958956
"120" "DE918" 98.370363086994 223.558010269099 36.2130357793107 64.6058605414025 116.590510954388 52.885456379818 96.713743693629 40.2934715634763 26.7025774651158 80.037827469118 162.976223628396 79.5880338449338
"121" "DK01" 120.102021275914 279.929289331881 49.7188271140294 63.8983947081171 114.013087687233 94.986466915613 99.509380780442 29.995692449827 15.7426001742803 79.9298305429641 184.000415984031 110.729067089893
"122" "DK02" 92.000067265771 262.872433514414 45.5563953834314 79.334594713004 107.635182995575 96.83194371642 95.860046126617 31.8327391392019 11.7965462912481 57.127363405273 171.334661978775 108.628490007668
"123" "DK03" 97.467913740072 253.483591375853 51.9960361357493 59.3894816202156 102.213921730003 92.398096199221 95.901170777263 36.6110882416284 14.6085999383498 67.446820245481 156.857395360288 107.006696137571
"124" "DK04" 79.496012309917 236.680420849405 54.1327134698793 55.284015817274 93.99999732198 91.082355767161 86.524644734619 32.4572368039061 11.276814806658 51.939504005209 134.780028127191 102.359170573819
"125" "DK05" 73.647705787222 251.314474730291 49.7462606575914 47.9357694658486 93.903490069807 94.328515309396 81.676603457346 43.7729542820194 12.5807963470042 41.937988828033 121.583475253071 106.9093116564
"126" "FR101" 103.563734878004 133.624474149867 29.0188491291441 87.9411513382234 124.566354911288 65.093592555197 57.532351012684 23.5787205528814 41.4579493843591 87.460789361301 191.504886216227 106.551541939556
"127" "FR102" 157.676926006677 138.65108605809 71.9584549588418 111.985449822586 120.28774154507 72.326902378808 89.508026465071 42.4337690167899 60.7354421358386 65.301062823331 269.662375829263 133.062344514647
"128" "FR103" 125.963063017673 156.864693099102 51.6168944178235 94.2112306316038 94.031550920582 94.729511353744 64.9853886783727 29.2465009740027 41.7691570502325 72.617548816459 220.174293649277 136.498668403977
"129" "FR104" 128.11707178839 144.757558981212 55.5243951836446 102.628658300096 107.571039801874 66.659799736079 74.689932403958 36.68987485514 52.905880332307 58.661408117295 230.745730088486 119.565680068386
"130" "FR105" 123.485149080488 142.223502153242 46.4158072529963 100.945933366456 115.382497993524 68.370163705148 67.6023734426296 28.4674724569483 46.173241433542 62.319507151577 224.431082446944 114.54340513869
"131" "FR106" 162.693755531231 143.841733420237 40.8425437656815 127.62547978923 123.249019631758 76.945852137244 64.227714486349 23.8649524797765 60.4514401031369 80.079248342422 290.319235320461 137.397292240381
"132" "FR107" 149.18325446077 144.982657742595 37.095512257407 108.392883898442 118.367283901808 62.374394419832 65.548956837081 27.2869471789413 62.1558826148645 91.82378566621 257.576138359212 124.530277034697
"133" "FR108" 152.724963151526 143.880882991564 52.2448939691752 115.623819211561 108.449412916766 65.123607962778 91.627238661581 40.9455157587166 60.5647721573049 79.898326723023 268.348782363087 125.688380120083
"134" "FRB01" 155.908936191913 185.213496669733 82.2589207100745 100.638750322388 125.821797054757 100.074756916948 85.552031034785 63.7865020166952 73.4630379844751 113.38942787175 256.547686514301 173.537794901423
"135" "FRB02" 141.675454149979 151.077248078285 74.619759944425 102.98170141606 97.303384697072 72.599273842912 75.652936609782 47.1968836901206 74.7759124543745 75.874019546592 244.657155566039 147.375186297286
"136" "FRB03" 142.832783850011 194.6937506942 77.0862565385916 91.8343492256133 141.530439000757 116.351866851757 111.292322780808 72.064161011156 54.1647431395052 104.765354100098 234.667133075624 170.516609991262
"137" "FRB04" 146.095835225654 126.825379232221 71.7550356053142 95.7278255343292 126.320153815594 113.841809208723 92.527410950228 59.4656390147175 48.0180153520724 75.021332938667 241.823660759983 161.859824560795
"138" "FRB05" 153.482533465393 145.46546996535 86.8148092645492 90.6153962674549 97.127909865955 96.468347473285 97.998270218813 75.0705118352298 72.6653747584959 79.799343137002 244.097929732848 169.133722231781
"139" "FRB06" 119.576725392746 162.268040500948 80.1362573185398 95.6757352578586 112.155208391205 108.992337323476 75.61369524704 47.7013113909523 52.0020474493886 53.267522166697 215.252460650605 160.994384772865
"140" "FRC11" 161.787596504518 172.332858952245 64.0815704408528 103.073787608998 115.882765222732 79.20112073157 66.614375012616 42.596064448708 61.5802627509322 71.440000521955 264.861384113516 140.781383482502
