"FID" "Cancer_1996" "CVD_1996" "External_1996" "LungC_1996" "Rest_1996" "Cancer_2017" "CVD_2017" "External_2017" "LungC_2017" "Rest_2017" "AllCn96" "AllCn17"
"141" "FRC12" 186.319361217909 214.606542213072 82.4068050805912 115.852394082109 128.244908020195 122.191148721818 125.902506432998 96.916553851208 83.4383942731007 134.728422176875 302.171755300018 205.629542994919
"142" "FRC13" 160.888588060145 164.560215604223 89.8943843721696 103.876714954195 130.299420628733 93.083576651229 87.753202389419 63.4260408403324 64.0648893024316 89.280052105305 264.76530301434 157.148465953661
"143" "FRC14" 159.2796674679 188.905053817293 80.2343822432813 106.123274641326 113.401619390683 99.045503081224 110.695690490815 80.140315489269 81.1938975692318 65.318810986411 265.402942109226 180.239400650456
"144" "FRC21" 133.760347041298 152.517932588767 57.0052099337743 118.082536687323 111.463493837407 86.493453413808 77.63104059945 45.8424652617852 61.2328914964653 85.882279296567 251.842883728621 147.726344910273
"145" "FRC22" 128.63077299694 158.006893148684 84.6322446752843 98.3607814090846 121.3463326928 94.098892575117 87.477928509528 59.404704103415 76.0717824078047 85.478113131762 226.991554406025 170.170674982922
"146" "FRC23" 128.158176324249 195.258691002368 87.3515201267119 120.473671590819 133.1824050026 92.065718893506 82.128032242548 65.7184167948608 71.0047322172939 56.69714130451 248.631847915068 163.0704511108
"147" "FRC24" 170.399893393894 137.296443000602 60.3654367557453 129.185950865492 152.807575778958 53.5424122076 93.776659268176 31.4676452437251 93.9060354911939 106.49481727239 299.585844259386 147.448447698794
"148" "FRD11" 186.64871124182 185.827235999872 74.9662970803846 122.569256804305 132.146787803047 108.40959153445 101.21539291047 64.0323431452686 55.0437712088307 73.021226328801 309.217968046125 163.453362743281
"149" "FRD12" 179.943844325706 176.015261003395 84.7079299371347 105.388721897647 128.07756183808 102.046964902429 114.885309655906 74.5983100635189 54.0605153065116 87.896692063585 285.332566223353 156.107480208941
"150" "FRD13" 168.33868414457 160.698544047514 79.0173828541035 90.7582955028072 118.40377266878 121.351818112916 84.904020487547 82.016408358518 44.818963005382 80.173024331956 259.096979647377 166.170781118298
"151" "FRD21" 141.148378141925 189.759570372565 98.3766802374635 122.643654156242 122.004416049451 89.977440702089 96.61946186754 52.799782970886 63.5412636752578 97.682370243878 263.792032298167 153.518704377347
"152" "FRD22" 184.532944156299 178.08920676787 70.8979582801102 134.515535525334 131.175947667457 122.904289238464 110.758762546474 47.7540681711084 78.7868039317973 103.377511155554 319.048479681633 201.691093170261
"153" "FRE11" 178.065496338015 216.643910692261 70.5671330778678 159.251876547308 190.887842918036 105.791956514415 97.558916390924 47.4811742919905 96.4043478978881 113.056173311952 337.317372885323 202.196304412303
"154" "FRE12" 192.842052599565 207.505465784108 84.6430070432193 154.347992580325 241.709460117877 110.341355511304 112.800022485295 71.2060904055412 87.3074418269148 143.915302109708 347.19004517989 197.648797338219
"155" "FRE21" 188.460774179625 167.622673586228 85.0425166503099 146.196395117593 166.460077766762 70.09135996707 84.736324561735 57.0757838991429 73.0237804821301 108.034906106438 334.657169297218 143.1151404492
"156" "FRE22" 157.68807870146 143.523799554883 82.3688793343679 118.798509303865 158.444544697646 82.123514255623 88.304504844632 59.0478567239662 53.900889022977 85.29484668153 276.486588005325 136.0244032786
"157" "FRE23" 169.116722592932 177.196990662829 89.83766006383 125.176299926905 131.388830748839 100.509114576425 93.621607301334 58.9047335748552 76.3787432351317 130.49665317047 294.293022519837 176.887857811557
"158" "FRF11" 159.436789064333 184.103303214576 53.1174902539262 118.017769866735 157.207795009796 88.916873652906 73.089887064676 49.880246943399 50.2554622955095 94.482345484727 277.454558931068 139.172335948415
"159" "FRF12" 148.340920568603 193.917229800313 62.94094708024 104.677558298497 135.367869367815 87.945744138538 81.095378900188 46.0870783648343 62.5675599807302 93.152682607148 253.0184788671 150.513304119268
"160" "FRF21" 156.823067367032 189.675700382667 77.6474990282094 146.452606937453 154.36037598094 83.158635264514 96.257816369321 57.444041932737 82.3042477341369 95.408199163191 303.275674304485 165.462882998651
"161" "FRF22" 176.486958238049 187.247724900234 94.4986652919862 124.853122567033 121.741996865459 86.78658190884 93.035477372979 64.920509297551 53.8770436387835 90.357446421606 301.340080805082 140.663625547623
"162" "FRF23" 153.745831176946 185.688576661547 82.157424991265 119.398999022117 126.056769865767 97.499006880732 103.217066966166 52.198317009373 57.8163276792416 104.611275465742 273.144830199063 155.315334559974
"163" "FRF24" 163.771439651018 180.022352205357 86.9987901261849 121.453565222444 147.709615852821 107.709188196086 88.400437042056 68.9275798570823 81.2934187190481 96.615747641651 285.225004873462 189.002606915134
"164" "FRF31" 148.805022786212 157.457599994735 75.0719611887548 145.88703208206 157.858521665597 100.180382577383 82.030817170213 46.2918095148867 72.773453527686 109.746673366536 294.692054868272 172.953836105069
"165" "FRF32" 168.566015970349 181.81121573049 96.3395279167359 117.595978778806 159.881112969265 88.791156547739 90.14593541113 71.0654965316752 104.947055693153 85.901064539313 286.161994749155 193.738212240892
"166" "FRF33" 159.5259989695 185.381771368375 68.4759242780188 146.576134126234 161.022187038069 82.077817489424 79.614630322949 53.4631026687023 72.7230390108908 77.798323664909 306.102133095734 154.800856500315
"167" "FRF34" 172.675963317102 188.453479032806 87.6898333701968 130.092524814311 161.638765833114 88.390797331987 76.907517445122 60.4812293447877 66.3308719334867 137.069439803054 302.768488131413 154.721669265474
"168" "FRG01" 195.407970012737 166.541594556636 85.0463318303153 87.3576038026845 140.332030230316 134.648003297257 90.790195601023 46.2969785005282 59.2090406041434 99.63924040747 282.765573815422 193.8570439014
"169" "FRG02" 153.923166991809 157.378460669298 76.4083238951112 79.5905721114983 115.63351966656 90.84076145843 78.94266212077 56.3177513643909 43.9138675398697 78.917807002409 233.513739103307 134.7546289983
"170" "FRG03" 152.868581438626 151.153185101819 76.5379566381233 65.158844413711 115.993183859852 74.359313885712 67.109239554854 66.6118070513468 46.795803640103 63.754649603261 218.027425852337 121.155117525815
"171" "FRG04" 132.409771277543 172.293931100981 73.9720284922732 85.6518700797877 126.950380873932 98.015868258768 99.893155501762 66.2138086067778 58.7771617634564 98.396697460334 218.061641357331 156.793030022224
"172" "FRG05" 195.579290644856 167.757418764757 81.5054157250487 91.7643412795912 126.156352357138 126.832467024341 92.313753202278 62.1790144005094 65.0183478034382 89.036203407963 287.343631924447 191.850814827779
"173" "FRH01" 221.023602368236 205.305489897965 108.451473183544 98.85678568604 155.07011556926 89.403754403927 84.590102420282 83.0686235631234 57.6055665617212 83.789777153054 319.880388054276 147.009320965648
"174" "FRH02" 233.716326090991 185.359274423034 104.29888279715 113.644836330604 151.84670119909 123.348541135926 89.627354685214 68.9034510626341 61.1238277959891 111.92311805565 347.361162421595 184.472368931915
"175" "FRH03" 178.973023953163 168.890121491727 72.8129283919446 74.402531864799 122.307723713169 75.44529005362 86.989315977968 61.5228176792087 51.2862878952172 80.162628243081 253.375555817962 126.731577948837
"176" "FRH04" 231.913893190932 191.488194371347 100.710232269083 93.6089143493173 148.369908383207 120.299599362597 93.19024223212 65.3107064795991 57.3326727762293 82.231326833946 325.522807540249 177.632272138826
"177" "FRI11" 125.370197145888 170.006688388334 85.1102774809972 89.2395171302793 132.99363522202 90.001833561191 85.536575707822 58.8642115186448 61.3772532253146 61.030392037483 214.609714276167 151.379086786506
"178" "FRI12" 142.14073126922 175.830773001689 68.2274037035689 113.004016697576 130.122329952737 76.831276013921 75.009781346433 44.8914219867563 64.7026989966714 76.328804662104 255.144747966796 141.533975010592
"179" "FRI13" 140.072142422373 204.139553079627 73.6091492732032 93.3531807280084 114.077928869566 93.18366076505 89.499802047354 57.0219613165509 58.2692323950455 92.039584564481 233.425323150381 151.452893160096
"180" "FRI14" 103.55307090113 147.614411121274 86.2515603369679 87.3105655147729 96.925119687512 68.643700387342 100.345725874869 64.5976288686979 47.3645202496275 74.080139479076 190.863636415903 116.008220636969
"181" "FRI15" 138.368585321462 199.215199926508 69.9975507182935 97.5924725065573 144.300360675195 93.216297941921 100.022616671348 48.567212693375 52.1500070660365 83.586683522246 235.961057828019 145.366305007958
"182" "FRI21" 173.554563489184 176.876930141373 88.0855464345822 88.2443777667445 136.008789384109 76.059702874442 111.392966665821 42.060481313562 44.485564329734 78.994674938663 261.798941255928 120.545267204176
"183" "FRI22" 171.317867316957 172.919461373861 98.0615292014348 87.3257699618831 181.715664861561 159.85473411849 102.304878752791 62.0422890343025 53.1750081625467 85.168391561112 258.64363727884 213.029742281037
"184" "FRI23" 136.182124429397 145.472376078844 67.2894464406852 86.1471579248126 135.770108122102 99.378991494331 85.555569940289 54.1215642710442 45.3025480649533 87.051869906484 222.32928235421 144.681539559284
"185" "FRI31" 131.703774762828 162.300427639635 86.0639120460726 103.101992168979 123.89940888682 77.298038785206 86.861299002467 64.9479092470562 70.6089797519605 113.32000499057 234.805766931807 147.907018537166
"186" "FRI32" 135.444850887504 155.463794991471 83.3380435820754 103.203125991029 98.287694161978 103.29740776388 88.239248803923 63.3421816276776 66.9436434803911 76.979283812114 238.647976878533 170.241051244271
"187" "FRI33" 160.202211115426 125.186328175449 70.9266978756635 76.7836041507151 108.347894225108 90.524380464081 89.047472009856 69.351278587217 65.0734689855722 73.723424605909 236.985815266141 155.597849449653
"188" "FRI34" 156.748004308492 150.544399164654 73.6913284416005 90.6403517845758 115.442201771204 77.892800390021 83.994850847737 60.6349338764936 44.170390202291 95.020112436613 247.388356093068 122.063190592312
"189" "FRJ11" 122.369694307987 155.436940271808 79.12730566598 105.059617370766 113.644117576694 92.266922855419 88.921836138962 66.4979693110305 62.236881840098 95.134233759539 227.429311678753 154.503804695517
"190" "FRJ12" 117.799757185221 164.137301655945 73.701886410876 106.921787071245 118.102170680025 88.185919099812 79.015667754772 48.7560095872864 71.0928033404456 83.85493656696 224.721544256466 159.278722440258
"191" "FRJ13" 119.148470140606 152.587396144121 69.0988129292175 102.5498111221 124.058274920343 90.898717667428 83.763083581261 44.3194716394984 57.6950269157176 99.356092649864 221.698281262706 148.593744583146
"192" "FRJ14" 106.115828168238 149.579453438449 57.0793840229376 97.7388701002361 158.503620198619 137.314177891801 98.291004842997 53.2793957041857 63.6391232745235 113.849298107476 203.854698268474 200.953301166325
"193" "FRJ15" 106.633086566313 160.39706910137 79.3811016907101 109.918537023806 106.050078041211 88.649150444826 95.6114326226 62.8713043844741 58.1491500391662 92.071625389846 216.551623590119 146.798300483992
"194" "FRJ21" 121.504518883095 141.236663342242 82.531023096754 99.6161086383496 148.344689358763 83.155069442116 98.483914107132 63.049648333395 49.970268896197 71.869370593129 221.120627521445 133.125338338313
"195" "FRJ22" 116.181824658238 144.360183746274 64.3162115221954 77.9339622320418 103.205205064766 102.109578263985 81.398871588795 71.537650322833 33.69874997357 85.083955351953 194.11578689028 135.808328237555
"196" "FRJ23" 107.237182681635 158.168484740625 44.3733784283204 97.6512699021551 119.931803358297 71.649436966482 73.818379056419 45.3877424030522 56.7539960129658 69.798576201006 204.88845258379 128.403432979448
"197" "FRJ24" 118.75323477617 163.167927169522 79.8402801316483 86.9784085535559 97.787158519119 96.178799285033 97.110804987293 61.7573956785596 63.9027566039169 90.491319393909 205.731643329726 160.08155588895
"198" "FRJ25" 116.997408671329 164.243961170243 64.4176425571338 75.9737633246316 120.180254429827 84.887891682072 91.802223424069 51.4628185654784 57.6346638897357 92.368900878504 192.971171995961 142.522555571808
"199" "FRJ26" 136.758712590063 171.288509985013 78.8811164417341 106.197905528675 139.572348617728 90.152723546941 98.679699059444 55.6109980865784 62.2654725339558 82.946706458416 242.956618118738 152.418196080897
"200" "FRJ27" 105.755443238521 144.24477873847 64.9257995464078 87.6613436924411 88.481775480126 46.493040838773 82.841333945183 53.9009504748433 59.5330495976126 73.08944214521 193.416786930962 106.026090436386
"201" "FRJ28" 89.555697227078 170.054887085214 65.9937078165426 88.4266926252219 79.308669343025 63.737482586582 83.335449857608 55.4249795759976 56.9021052461297 76.931697786346 177.9823898523 120.639587832712
"202" "FRK11" 185.266237088743 190.937121377251 87.9083334151172 97.7568170238099 122.51560746104 101.246786370055 70.857435078848 60.1214094185248 78.862032773877 95.948491881465 283.023054112553 180.108819143932
"203" "FRK12" 145.667695472404 188.513927280204 82.5993422526719 70.957606880598 144.756040265384 116.720197935431 81.528774908086 67.1448154816447 51.3826869350251 116.703261756601 216.625302353002 168.102884870456
"204" "FRK13" 144.719089212956 183.595564501589 89.8435857334286 80.217136545316 174.268900744335 95.70879567546 112.038812095238 59.6426303191138 48.310555898193 124.707765004224 224.936225758272 144.019351573653
"205" "FRK14" 172.895716636374 202.021264886742 82.7819424021622 94.2158639555388 139.19958926037 93.376475289993 85.853612133481 58.4905634405747 53.1487294409786 84.26546886277 267.111580591913 146.525204730972
"206" "FRK21" 129.570266054815 164.372795638027 78.8544428931463 87.2021908009087 127.795384295703 69.138511553067 91.372691370032 42.2468682189162 54.3846038311943 75.98450043956 216.772456855724 123.523115384261
"207" "FRK22" 144.68553608978 175.761794193759 72.2009219474712 89.6342506719024 120.286686583913 91.546130591428 78.194781848451 64.2818670883505 65.7585451466058 86.034150889744 234.319786761682 157.304675738034
"208" "FRK23" 124.520968835333 163.680215095094 76.981100617454 93.9136951022694 127.556378599846 100.014932472925 59.570267174248 54.2519693437265 65.9034286501262 61.485402240921 218.434663937602 165.918361123051
"209" "FRK24" 145.377407886315 160.003858620365 68.7406176843678 99.1403645528179 121.659965146377 74.402516148467 67.312172994271 42.8874008903957 60.8063181903019 76.413938253537 244.517772439133 135.208834338769
"210" "FRK25" 161.96842847622 164.946397990391 71.7309063408627 105.970588760579 151.661787179893 73.630869991916 91.080749362668 47.6271025562128 63.2132637585688 101.336814346132 267.939017236799 136.844133750485
"211" "FRK26" 125.299692959044 146.942836340142 52.0352895508648 107.496403460729 125.812656388255 70.888249283614 64.954107527074 36.5610391621243 54.1171555271053 87.532623737697 232.796096419773 125.005404810719
"212" "FRK27" 159.925098171752 187.40271072359 84.1918219639462 110.391980018381 158.037468702205 105.549809610598 72.965332775056 55.840804248549 35.6184154182072 75.232926621313 270.317078190133 141.168225028805
"213" "FRK28" 122.498842737362 138.350737080269 63.1852253648517 97.0460363126023 121.525230770155 80.393778026636 83.641056870004 48.6713361300259 48.9601991706098 79.373319923223 219.544879049964 129.353977197246
"214" "FRL01" 136.089426438295 182.914807107985 84.2592557385027 97.1522585081748 140.804688368987 50.364609815756 54.633144506371 70.204320718434 56.1291119220877 75.910482085971 233.24168494647 106.493721737844
"215" "FRL02" 113.884431023776 126.714328980935 68.3595359675935 70.8531525960041 152.221204116489 62.642616196285 88.563711896626 60.4443678047655 54.8690429238313 81.231439575183 184.73758361978 117.511659120116
"216" "FRL03" 120.599367722191 150.971555243905 46.3211813780495 97.5420387916978 126.979326412296 76.023960816565 65.718285491893 58.166322554229 49.1360661809731 97.992512143497 218.141406513889 125.160026997538
"217" "FRL04" 130.997205156518 166.97463045195 61.553278190885 116.619750502172 124.70505949763 79.411622826228 64.774184147843 45.9231057208307 63.9173303602207 78.278180112781 247.61695565869 143.328953186449
"218" "FRL05" 120.804463604237 138.44233138391 69.1284372164428 107.704700283015 122.422031510045 90.700499183745 81.396077535088 48.2648074477583 64.8502614932413 86.042091835574 228.509163887252 155.550760676986
"219" "FRL06" 118.033554632578 168.724041187584 80.445497213677 110.790057260275 122.081070473089 95.525796212199 94.332147002638 67.7442180229785 75.8798696512621 82.032752365988 228.823611892853 171.405665863461
"220" "FRM01" 115.573420291763 167.830508024833 73.3240281346927 140.281019367257 119.601557362851 68.06576877842 58.455563977165 53.740082668535 68.2278718588105 49.73764877464 255.85443965902 136.293640637231
"221" "SK010" 106.731008796218 346.548147300289 80.0125230930571 104.2110320687 107.545727225002 102.814694252987 193.207294792015 50.3062250941715 50.2149758435634 106.122513714279 210.942040864918 153.02967009655
"222" "SK021" 132.604083534382 317.90790243414 81.8936284362286 139.064834729312 129.604612353781 115.914495353383 180.583189498427 62.0768053525802 69.5004031797558 94.341456230385 271.668918263694 185.414898533139
"223" "SK022" 133.64616011111 354.274365256734 81.1646214748634 119.274028814215 107.041070572811 109.129620073467 214.122011765322 63.7018645088817 61.3604834402888 118.572575322568 252.920188925325 170.490103513756
"224" "SK023" 140.516232410162 366.091907440389 86.8672563224249 137.349039663026 164.024980023808 127.211626912357 249.209056218236 64.0760293675287 71.4374617011628 118.654068423461 277.865272073188 198.64908861352
"225" "SK031" 151.741012728702 342.71343938127 104.258833407856 128.138636989649 144.476446309337 137.890630844837 220.765631518512 63.8093807111639 71.6964089722831 163.558420063509 279.879649718351 209.58703981712
"226" "SK032" 149.178320336004 397.510527739531 103.214422814673 129.192533028835 192.309869227705 127.126128943687 221.608711828907 63.9381597661825 66.9548019965841 149.146485857237 278.370853364839 194.080930940271
"227" "SK041" 157.219989310635 369.355015961815 76.8854061712079 123.288637658497 90.202334952922 131.762930847903 206.701933030907 52.2324176209927 63.5164991335874 121.46242492748 280.508626969132 195.27942998149
"228" "SK042" 147.740384505998 384.201260767349 91.4969531548071 125.090453583844 114.877958128614 134.6771061731 205.992706693539 60.2826327002452 68.0506380336389 123.161821419373 272.830838089842 202.727744206739
