"Year" "FID" "SDR_f" "SDR_m" "Gap"
"124" 1996 "DK04" 993.843327015605 1513.43648678406 519.593159768455
"125" 1996 "DK05" 1003.2877618167 1519.83546252746 516.54770071076
"126" 1996 "FR101" 742.944967687844 1221.65953209437 478.714564406526
"127" 1996 "FR102" 732.144499526642 1332.70415791791 600.559658391265
"128" 1996 "FR103" 688.553704739857 1211.24113682664 522.687432086784
"129" 1996 "FR104" 702.359985111316 1240.95870916653 538.598724055217
"130" 1996 "FR105" 691.31761975087 1219.77050959758 528.452889846706
"131" 1996 "FR106" 816.313639381941 1414.56617152008 598.252532138138
"132" 1996 "FR107" 731.869754784853 1289.89134704587 558.021592261022
"133" 1996 "FR108" 751.166242768124 1324.09021500872 572.923972240592
"134" 1996 "FRB01" 730.887049015101 1380.72894996397 649.841900948866
"135" 1996 "FRB02" 725.224755654535 1292.88230394036 567.657548285821
"136" 1996 "FRB03" 700.283199172661 1348.26077848183 647.977579309173
"137" 1996 "FRB04" 662.637235228574 1229.36146464169 566.724229413113
"138" 1996 "FRB05" 669.352102585602 1242.8582214143 573.506118828702
"139" 1996 "FRB06" 679.907148225567 1249.71911508686 569.811966861297
"140" 1996 "FRC11" 676.984971175321 1294.14354990467 617.158578729346
"141" 1996 "FRC12" 765.075933009069 1492.50594362294 727.430010613876
"142" 1996 "FRC13" 698.639682115167 1348.15900573463 649.519323619466
"143" 1996 "FRC14" 762.546325295994 1410.49032285648 647.943997560483
"144" 1996 "FRC21" 729.82957622123 1302.6590963098 572.829520088569
"145" 1996 "FRC22" 704.43425066643 1295.41127558922 590.977024922793
"146" 1996 "FRC23" 744.563114264724 1408.98757831147 664.424464046748
"147" 1996 "FRC24" 743.858960747224 1393.91426054191 650.055299794691
"148" 1996 "FRD11" 713.250805484025 1415.40909441345 702.158288929428
"149" 1996 "FRD12" 731.379100607527 1405.51241960949 674.133319001962
"150" 1996 "FRD13" 713.481992875605 1330.69867209338 617.216679217775
"151" 1996 "FRD21" 756.746807497679 1430.67950645533 673.932698957646
"152" 1996 "FRD22" 778.995082016589 1478.20667441366 699.211592397071
"153" 1996 "FRE11" 894.077143984769 1709.49340355826 815.416259573487
"154" 1996 "FRE12" 879.734669403464 1760.78264752856 881.047978125094
"155" 1996 "FRE21" 845.673474750608 1599.45591205113 753.782437300518
"156" 1996 "FRE22" 780.913375204451 1441.73718679667 660.823811592222
"157" 1996 "FRE23" 813.571400674427 1506.28790466976 692.716503995335
"158" 1996 "FRF11" 790.225789689889 1462.10893709925 671.883147409366
"159" 1996 "FRF12" 816.132031363124 1461.37655647859 645.244525115469
"160" 1996 "FRF21" 822.646875463303 1547.6061251596 724.959249696301
"161" 1996 "FRF22" 706.495597865544 1411.32406572831 704.828467862762
"162" 1996 "FRF23" 753.759141850357 1420.806743568 667.047601717642
"163" 1996 "FRF24" 734.557687348116 1434.51345040594 699.955763057825
"164" 1996 "FRF31" 789.405436515623 1474.48557423298 685.080137717359
"165" 1996 "FRF32" 780.162310138398 1504.35616150404 724.193851365646
"166" 1996 "FRF33" 851.122566342342 1572.10458212254 720.982015780197
"167" 1996 "FRF34" 762.634267547531 1503.18483391506 740.55056636753
"168" 1996 "FRG01" 710.740037580179 1385.42556801287 674.685530432689
"169" 1996 "FRG02" 662.040375956513 1244.97441929079 582.934043334276
"170" 1996 "FRG03" 654.644040677843 1216.35579212997 561.711751452131
"171" 1996 "FRG04" 666.063960560121 1257.34194238464 591.277981824517
"172" 1996 "FRG05" 666.317684920963 1329.08050369235 662.762818771391
"173" 1996 "FRH01" 744.766296195345 1533.47376290039 788.707466705045
"174" 1996 "FRH02" 788.219649413923 1577.08567025479 788.86602084087
"175" 1996 "FRH03" 720.980703305382 1338.36703272018 617.386329414803
"176" 1996 "FRH04" 736.52932938092 1502.62047194481 766.091142563886
"177" 1996 "FRI11" 699.628168494904 1302.34848386242 602.720315367519
"178" 1996 "FRI12" 698.981120337132 1328.30637496192 629.325254624791
"179" 1996 "FRI13" 692.238801525333 1317.49075589811 625.251954372778
"180" 1996 "FRI14" 678.507653096703 1200.16238065836 521.654727561657
"181" 1996 "FRI15" 681.389424628506 1330.86359377652 649.474169148016
"182" 1996 "FRI21" 697.507307874657 1360.27751509065 662.770207215993
"183" 1996 "FRI22" 715.67222485132 1427.01251756702 711.340292715697
"184" 1996 "FRI23" 716.548460315015 1287.40967331086 570.861212995841
"185" 1996 "FRI31" 687.855426573395 1294.92494207773 607.069515504334
"186" 1996 "FRI32" 672.657565733101 1248.39507534716 575.737509614057
"187" 1996 "FRI33" 700.621298462425 1242.06803400479 541.446735542362
"188" 1996 "FRI34" 636.91269042319 1223.97897589372 587.066285470526
"189" 1996 "FRJ11" 685.894918073918 1261.53259326715 575.637675193235
"190" 1996 "FRJ12" 720.840219997193 1301.50312300051 580.662903003312
"191" 1996 "FRJ13" 690.849396167122 1258.29216142351 567.442765256387
"192" 1996 "FRJ14" 695.42187173749 1264.43902766597 569.01715592848
"193" 1996 "FRJ15" 705.547677843839 1267.92755026725 562.37987242341
"194" 1996 "FRJ21" 704.657071397049 1297.89007471625 593.233003319204
"195" 1996 "FRJ22" 695.639418332381 1201.6368055559 505.997387223515
"196" 1996 "FRJ23" 687.017418115789 1214.37953722682 527.362119111033
"197" 1996 "FRJ24" 656.268146633137 1202.79515578315 546.527009150015
"198" 1996 "FRJ25" 681.878965098452 1223.69199525162 541.813030153164
"199" 1996 "FRJ26" 697.567472992459 1330.26606615567 632.698593163213
"200" 1996 "FRJ27" 668.582850451577 1159.65199114754 491.069140695966
"201" 1996 "FRJ28" 703.738513795106 1197.07816789219 493.339654097081
"202" 1996 "FRK11" 735.112062294833 1419.49617866079 684.384116365961
"203" 1996 "FRK12" 714.695952913812 1347.19056506507 632.494612151262
"204" 1996 "FRK13" 736.750444993365 1409.39472173099 672.644276737625
"205" 1996 "FRK14" 758.520168868097 1449.63454600928 691.114377141187
"206" 1996 "FRK21" 694.526579709851 1282.32165939245 587.7950796826
"207" 1996 "FRK22" 671.457265685958 1274.02645517278 602.569189486826
"208" 1996 "FRK23" 688.204699180043 1274.85705743004 586.652358249996
"209" 1996 "FRK24" 695.075098374538 1289.99731226478 594.922213890243
"210" 1996 "FRK25" 719.613981740875 1375.89209048882 656.278108747946
"211" 1996 "FRK26" 690.670958367228 1248.25783706626 557.586878699035
"212" 1996 "FRK27" 665.118015310045 1365.06709488992 699.949079579874
"213" 1996 "FRK28" 686.264613685239 1228.87068595048 542.60607226524
"214" 1996 "FRL01" 624.648477877819 1265.86891403976 641.220436161944
"215" 1996 "FRL02" 656.695208120087 1188.72786080489 532.032652684798
"216" 1996 "FRL03" 677.416640367925 1219.83010991606 542.413469548139
"217" 1996 "FRL04" 730.641153005418 1331.49107680457 600.849923799154
"218" 1996 "FRL05" 691.709542841434 1250.21150683908 558.50196399765
"219" 1996 "FRL06" 709.416722017435 1309.49094278464 600.074220767203
"220" 1996 "FRM01" 706.512875830648 1323.12340901204 616.610533181396
"221" 1996 "SK010" 1145.57913289505 1890.62757137831 745.048438483265
"222" 1996 "SK021" 1271.77326451838 2072.84832600622 801.075061487844
"223" 1996 "SK022" 1194.88924906481 1990.28949529454 795.400246229733
"224" 1996 "SK023" 1264.96163100121 2159.81104686102 894.84941585981
"225" 1996 "SK031" 1132.29320743988 2003.62157625669 871.328368816814
"226" 1996 "SK032" 1268.71130937561 2240.11698252236 971.405673146748
"227" 1996 "SK041" 1175.37860340407 1992.32998745914 816.951384055076
"228" 1996 "SK042" 1278.39914539826 2141.80615553888 863.407010140612
"229" 1999 "AT11" 882.487251503545 1458.29671711495 575.809465611404
"230" 1999 "AT12" 897.217954743857 1441.61887306828 544.400918324424
"231" 1999 "AT13" 897.410042754667 1430.13251513308 532.722472378413
"232" 1999 "AT21" 800.256389216224 1337.55526366 537.298874443773
"233" 1999 "AT22" 837.273903122549 1392.30865912016 555.034755997611
"234" 1999 "AT31" 834.196744375242 1393.01630275808 558.819558382835
"235" 1999 "AT32" 828.387471014764 1290.12002238733 461.732551372566
"236" 1999 "AT33" 766.025014416142 1235.25697294747 469.231958531324
"237" 1999 "AT34" 767.121251363735 1271.32620743525 504.204956071516
"238" 1999 "CH01" 811.43150673211 1353.25302795536 541.821521223252
"239" 1999 "CH02" 641.24726938165 1093.67816810235 452.430898720704
"240" 1999 "CH03" 737.282557294079 1164.47227976358 427.189722469504
"241" 1999 "CH04" 754.591605599576 1169.26312111831 414.671515518732
"242" 1999 "CH05" 722.13950054038 1194.4192814694 472.279780929021
"243" 1999 "CH06" 722.919356266821 1150.62290890039 427.703552633571
"244" 1999 "CH07" 615.652220841835 1131.48420750612 515.831986664283
"245" 1999 "CZ01" 1052.80231429637 1587.21339624598 534.411081949606
"246" 1999 "CZ02" 1213.46098727633 1882.73544475878 669.274457482457
"247" 1999 "CZ03" 1162.09420874038 1776.39236617443 614.298157434059
"248" 1999 "CZ04" 1292.73674685273 2025.542660431 732.805913578265
"249" 1999 "CZ05" 1118.00306715883 1773.1888382699 655.185771111064
"250" 1999 "CZ06" 1069.51747676159 1735.88433146232 666.366854700726
"251" 1999 "CZ07" 1086.98515001631 1822.06699631089 735.081846294581
"252" 1999 "CZ08" 1157.44252301806 1955.09034615283 797.647823134772
"253" 1999 "DE1001" 931.114615985224 1506.29248853132 575.177872546094
"254" 1999 "DE101" 863.094024290385 1376.29508910176 513.201064811377
"255" 1999 "DE102" 853.936766530281 1358.1150700816 504.17830355132
"256" 1999 "DE103" 812.149277200952 1342.18720209826 530.037924897308
"257" 1999 "DE104" 863.881228016403 1319.56343141479 455.682203398387
"258" 1999 "DE105" 859.023907072925 1461.40101783148 602.37711075855
"259" 1999 "DE1101" 886.639195871127 1418.94087375384 532.301677882709
"260" 1999 "DE1201" 876.614693018925 1445.41850834081 568.803815321884
"261" 1999 "DE1202" 890.218112261384 1530.13612089658 639.918008635195
"262" 1999 "DE1203" 912.386123664677 1480.79006990149 568.403946236815
"263" 1999 "DE1204" 930.187816356706 1502.70574099458 572.51792463787
"264" 1999 "DE1205" 909.772160934019 1532.2867466833 622.514585749279
"265" 1999 "DE1301" 897.868980577226 1658.97318710161 761.104206524389
"266" 1999 "DE1302" 876.757907349787 1463.82102519452 587.063117844737
"267" 1999 "DE1303" 931.738584202828 1630.11435496311 698.375770760286
"268" 1999 "DE1304" 910.114517952469 1596.00846019596 685.893942243495
"269" 1999 "DE1401" 769.845863385267 1301.5789847979 531.733121412634
"270" 1999 "DE1402" 848.439956281806 1426.96487323774 578.524916955931
"271" 1999 "DE1403" 874.436812954864 1451.26869483899 576.831881884127
"272" 1999 "DE1404" 864.458356474094 1444.2444336004 579.786077126302
"273" 1999 "DE1501" 945.765313576514 1552.79030600548 607.02499242897
"274" 1999 "DE1502" 935.055613420547 1582.20508839129 647.149474970746
"275" 1999 "DE1503" 930.920005107883 1570.00252843435 639.082523326464
"276" 1999 "DE1504" 929.682474828997 1565.29677064814 635.614295819144
"277" 1999 "DE1601" 928.641262337388 1500.49459373641 571.853331399025
"278" 1999 "DE1602" 932.942952778044 1530.72517579905 597.78222302101
"279" 1999 "DE1603" 863.513714867826 1464.44831967966 600.934604811835
"280" 1999 "DE1604" 955.772980113638 1542.21399287855 586.441012764916
"281" 1999 "DE201" 836.505464513338 1352.05062805469 515.545163541357
"282" 1999 "DE301" 846.846129346397 1412.45020868163 565.604079335232
"283" 1999 "DE302" 858.911626991989 1393.21786519352 534.306238201535
"284" 1999 "DE303" 882.397793926836 1427.84958858748 545.451794660643
"285" 1999 "DE304" 835.669032453517 1388.88334848992 553.214316036399
"286" 1999 "DE305" 831.469051099336 1362.10723654257 530.638185443236
"287" 1999 "DE306" 814.13186444527 1367.0117809392 552.879916493929
"288" 1999 "DE307" 834.524453991674 1344.58820867563 510.063754683951
"289" 1999 "DE308" 849.540769664596 1378.34371420658 528.802944541986
"290" 1999 "DE309" 888.277496273724 1429.7415544328 541.464058159074
"291" 1999 "DE310" 800.70915791892 1317.74589180486 517.036733885943
"292" 1999 "DE311" 792.475109653728 1384.06108136189 591.585971708157
"293" 1999 "DE312" 881.641235127466 1421.76442057314 540.123185445676
"294" 1999 "DE313" 847.621951731925 1382.81041940852 535.188467676595
"295" 1999 "DE401" 810.617063557914 1367.05289103084 556.43582747293
"296" 1999 "DE501" 890.188774548864 1431.38192417233 541.193149623462
"297" 1999 "DE502" 880.933665302465 1457.64778927638 576.714123973915
"298" 1999 "DE503" 792.631021747258 1326.89586582117 534.264844073916
"299" 1999 "DE504" 886.183494254449 1486.51609570121 600.332601446763
"300" 1999 "DE505" 823.357109885342 1272.51271166942 449.155601784074
"301" 1999 "DE506" 892.902930049798 1499.04608668569 606.143156635893
"302" 1999 "DE507" 896.768188742137 1499.37442979212 602.606241049981
"303" 1999 "DE508" 870.590960034235 1399.1659739215 528.575013887263
"304" 1999 "DE509" 926.371742464206 1526.61770927889 600.245966814682
"305" 1999 "DE510" 872.801610446697 1362.82961992421 490.028009477516
"306" 1999 "DE511" 787.759217506464 1305.51960846773 517.760390961264
"307" 1999 "DE512" 816.564451071021 1369.67210379902 553.107652727999
"308" 1999 "DE513" 844.650719606482 1406.00305227045 561.352332663965
"309" 1999 "DE601" 852.564185871282 1379.28871584166 526.724529970375
"310" 1999 "DE602" 819.391675805871 1415.94546971448 596.553793908608
"311" 1999 "DE603" 792.017045874361 1304.44771572758 512.430669853214
"312" 1999 "DE604" 822.410013653731 1291.16834982387 468.758336170142
"313" 1999 "DE605" 850.385356538069 1318.48904449161 468.103687953542
"314" 1999 "DE701" 840.1848830724 1359.49683073103 519.311947658633
"315" 1999 "DE702" 847.28250916334 1355.97193081899 508.68942165565
"316" 1999 "DE703" 853.055309546265 1380.08186572959 527.026556183324
"317" 1999 "DE704" 803.137532517057 1351.87260994965 548.735077432592
"318" 1999 "DE705" 886.858113198128 1462.79140358505 575.933290386924
"319" 1999 "DE801" 754.586358528121 1255.47191089574 500.885552367622
"320" 1999 "DE802" 777.64403806333 1263.8904305513 486.24639248797
"321" 1999 "DE803" 796.885278953269 1302.50519331593 505.619914362658
"322" 1999 "DE804" 775.907605765541 1263.91483827578 488.007232510237
"323" 1999 "DE805" 823.657228390631 1326.44948168701 502.792253296376
"324" 1999 "DE806" 752.019329937291 1269.17761182301 517.158281885715
"325" 1999 "DE807" 802.790608456018 1289.79482840525 487.004219949228
"326" 1999 "DE808" 803.852625934483 1327.61124631641 523.758620381931
"327" 1999 "DE809" 800.246556186278 1288.14715206961 487.900595883333
"328" 1999 "DE810" 754.786475104607 1228.73988706845 473.953411963845
"329" 1999 "DE811" 771.877112217434 1231.40885010296 459.531737885525
"330" 1999 "DE812" 847.574176352076 1384.46475908343 536.890582731352
"331" 1999 "DE901" 785.175626041457 1216.02148046365 430.845854422192
"332" 1999 "DE902" 840.756221554967 1341.40942411299 500.653202558019
"333" 1999 "DE903" 803.217099572908 1276.17367663872 472.956577065815
"334" 1999 "DE904" 797.35968916153 1317.88243417213 520.522745010602
"335" 1999 "DE905" 861.247721770319 1448.88116765582 587.633445885503
"336" 1999 "DE906" 848.237471651596 1375.02297779361 526.785506142014
"337" 1999 "DE907" 822.619026473789 1302.98629904746 480.36727257367
"338" 1999 "DE908" 828.579773973562 1346.0431690074 517.46339503384
"339" 1999 "DE909" 837.525643521088 1369.00090964741 531.475266126325
"340" 1999 "DE910" 759.303345973938 1176.21106419277 416.907718218834
"341" 1999 "DE911" 883.491944663997 1448.93956045254 565.447615788543
"342" 1999 "DE912" 871.50713437035 1406.83477697267 535.327642602317
"343" 1999 "DE913" 770.248526315702 1240.03606150949 469.787535193789
"344" 1999 "DE914" 879.622650021747 1452.8542907141 573.231640692351
"345" 1999 "DE915" 839.577932018168 1361.92189496242 522.343962944249
"346" 1999 "DE916" 802.354744907405 1281.92372240718 479.568977499778
"347" 1999 "DE917" 839.733847399075 1352.86124197659 513.127394577516
"348" 1999 "DE918" 820.744415796782 1289.20336169792 468.458945901143
"349" 1999 "DK01" 965.656966168226 1510.29524524688 544.63827907865
"350" 1999 "DK02" 987.960691260477 1497.87400449336 509.913313232886
"351" 1999 "DK03" 924.183394992418 1430.03677610812 505.853381115699
"352" 1999 "DK04" 940.567089873001 1383.55667427517 442.989584402167
"353" 1999 "DK05" 964.761219665746 1440.67773845664 475.916518790892
"354" 1999 "FR101" 689.812249463359 1136.21926757181 446.407018108455
"355" 1999 "FR102" 727.985251306195 1300.71045386692 572.725202560724
"356" 1999 "FR103" 654.335667642638 1123.19732567806 468.861658035424
"357" 1999 "FR104" 677.524617538447 1151.11664914872 473.592031610272
"358" 1999 "FR105" 661.097514980156 1122.63800540298 461.540490422821
"359" 1999 "FR106" 758.633879518071 1310.93076346355 552.296883945478
"360" 1999 "FR107" 694.224756823828 1195.58456791999 501.359811096167
"361" 1999 "FR108" 697.047256009874 1265.41112784278 568.363871832908
"362" 1999 "FRB01" 730.448799244077 1338.74214219185 608.293342947773
"363" 1999 "FRB02" 699.270661826749 1261.64318397769 562.372522150942
"364" 1999 "FRB03" 703.262367008674 1319.4260974382 616.163730429521
"365" 1999 "FRB04" 613.949180639023 1169.76081937663 555.811638737603
"366" 1999 "FRB05" 641.631387238073 1218.26498560517 576.633598367092
"367" 1999 "FRB06" 669.717825345446 1192.54100059166 522.823175246217
"368" 1999 "FRC11" 659.62667720743 1253.89870591525 594.272028707818
"369" 1999 "FRC12" 721.985276048048 1429.62152022127 707.636244173225
"370" 1999 "FRC13" 678.668062155621 1287.3748252222 608.706763066574
"371" 1999 "FRC14" 742.781964047888 1379.87329088516 637.091326837273
"372" 1999 "FRC21" 690.621678839098 1249.47603558265 558.854356743553
"373" 1999 "FRC22" 653.982619216748 1201.03726883951 547.054649622763
"374" 1999 "FRC23" 743.742460094608 1294.09036945312 550.347909358511
"375" 1999 "FRC24" 700.08858202221 1355.38197012804 655.293388105832
"376" 1999 "FRD11" 677.433305922842 1322.21697770759 644.783671784744
"377" 1999 "FRD12" 685.308230590041 1327.23657009227 641.928339502228
"378" 1999 "FRD13" 667.438162033797 1271.67023335662 604.232071322827
"379" 1999 "FRD21" 741.279446510846 1341.66806419914 600.388617688294
"380" 1999 "FRD22" 727.549204647567 1405.26634136103 677.717136713466
"381" 1999 "FRE11" 855.556873105307 1627.45265940453 771.895786299225
"382" 1999 "FRE12" 846.479604735903 1660.62532273806 814.145718002156
"383" 1999 "FRE21" 802.371091806093 1526.59842379319 724.227331987092
"384" 1999 "FRE22" 765.860951500282 1407.34430200407 641.483350503788
"385" 1999 "FRE23" 763.247493507791 1453.35916545668 690.111671948887
"386" 1999 "FRF11" 748.388893336467 1358.69624161197 610.307348275499
"387" 1999 "FRF12" 806.473402368019 1348.03508579026 541.56168342224
"388" 1999 "FRF21" 812.102821243374 1545.7708060286 733.667984785229
"389" 1999 "FRF22" 683.291099932849 1308.99608926384 625.704989330995
"390" 1999 "FRF23" 722.625809616323 1362.15836224758 639.532552631259
"391" 1999 "FRF24" 725.72069805348 1370.65828089711 644.93758284363
